Delivery Point,Avg_6M_Volume,Zero_Volume_Months,Churn_Probability_%,Risk_Profile
615680,233537.9,0,0.04,Low Risk (Zone 5/6)
614085,132273.02,0,0.04,Low Risk (Zone 5/6)
614118,91293.48333333334,0,0.04,Low Risk (Zone 5/6)
614126,95325.81999999999,0,0.04,Low Risk (Zone 5/6)
637142,100705.8,0,0.04,Low Risk (Zone 5/6)
637150,159300.0,0,0.04,Low Risk (Zone 5/6)
637221,171038.59999999998,0,0.04,Low Risk (Zone 5/6)
637241,132381.0,0,0.04,Low Risk (Zone 5/6)
600344,118550.0,0,0.04,Low Risk (Zone 5/6)
605295,119633.33333333333,0,0.04,Low Risk (Zone 5/6)
609119,53233.75,0,0.04,Low Risk (Zone 5/6)
609123,130926.25,0,0.04,Low Risk (Zone 5/6)
609132,116481.13333333335,0,0.04,Low Risk (Zone 5/6)
614160,61530.4,0,0.04,Low Risk (Zone 5/6)
615693,63477.73333333334,0,0.04,Low Risk (Zone 5/6)
615699,87859.70000000001,0,0.04,Low Risk (Zone 5/6)
602614,175250.0,0,0.04,Low Risk (Zone 5/6)
613984,109287.7,0,0.04,Low Risk (Zone 5/6)
614010,124921.86666666665,0,0.04,Low Risk (Zone 5/6)
614043,121775.78,0,0.04,Low Risk (Zone 5/6)
614074,125781.28,0,0.04,Low Risk (Zone 5/6)
614076,112970.68333333333,0,0.04,Low Risk (Zone 5/6)
615705,52600.649999999994,0,0.04,Low Risk (Zone 5/6)
600426,131754.0,0,0.04,Low Risk (Zone 5/6)
609170,127024.31999999999,0,0.04,Low Risk (Zone 5/6)
609175,135434.33333333334,0,0.04,Low Risk (Zone 5/6)
609177,137602.05,0,0.04,Low Risk (Zone 5/6)
636955,210566.66666666666,0,0.04,Low Risk (Zone 5/6)
636970,133381.66666666666,0,0.04,Low Risk (Zone 5/6)
637079,117750.0,0,0.04,Low Risk (Zone 5/6)
615751,129804.125,0,0.04,Low Risk (Zone 5/6)
615756,97221.13333333335,0,0.04,Low Risk (Zone 5/6)
615762,85749.58333333333,0,0.04,Low Risk (Zone 5/6)
615775,113287.175,0,0.04,Low Risk (Zone 5/6)
615776,132595.16666666666,0,0.04,Low Risk (Zone 5/6)
613960,77730.86666666667,0,0.04,Low Risk (Zone 5/6)
603498,124750.0,0,0.04,Low Risk (Zone 5/6)
603535,126433.33333333333,0,0.04,Low Risk (Zone 5/6)
636510,123163.33333333333,0,0.04,Low Risk (Zone 5/6)
636680,213073.5,0,0.04,Low Risk (Zone 5/6)
636683,102541.4,0,0.04,Low Risk (Zone 5/6)
636693,119164.0,0,0.04,Low Risk (Zone 5/6)
609279,145601.5,0,0.04,Low Risk (Zone 5/6)
636923,263900.0,0,0.04,Low Risk (Zone 5/6)
613965,234861.55,0,0.04,Low Risk (Zone 5/6)
615813,146484.06666666665,0,0.04,Low Risk (Zone 5/6)
615856,145793.33333333334,0,0.04,Low Risk (Zone 5/6)
615870,227610.25,0,0.04,Low Risk (Zone 5/6)
615903,256327.7,0,0.04,Low Risk (Zone 5/6)
615907,99043.55,0,0.04,Low Risk (Zone 5/6)
602440,131846.5,0,0.04,Low Risk (Zone 5/6)
602465,58000.0,0,0.04,Low Risk (Zone 5/6)
613888,149630.0,0,0.04,Low Risk (Zone 5/6)
613907,125497.36666666665,0,0.04,Low Risk (Zone 5/6)
635734,80362.5,0,0.04,Low Risk (Zone 5/6)
635942,91734.7,0,0.04,Low Risk (Zone 5/6)
636200,106620.86666666665,0,0.04,Low Risk (Zone 5/6)
636202,98320.25,0,0.04,Low Risk (Zone 5/6)
636333,88296.5,0,0.04,Low Risk (Zone 5/6)
609299,127070.53333333333,0,0.04,Low Risk (Zone 5/6)
609304,117747.325,0,0.04,Low Risk (Zone 5/6)
609306,138637.925,0,0.04,Low Risk (Zone 5/6)
609323,126916.93333333333,0,0.04,Low Risk (Zone 5/6)
609325,83850.475,0,0.04,Low Risk (Zone 5/6)
609330,50874.2,0,0.04,Low Risk (Zone 5/6)
635310,51852.48333333333,0,0.04,Low Risk (Zone 5/6)
635311,112850.0,0,0.04,Low Risk (Zone 5/6)
635323,307848.0,0,0.04,Low Risk (Zone 5/6)
635352,140250.0,0,0.04,Low Risk (Zone 5/6)
635380,102131.96666666667,0,0.04,Low Risk (Zone 5/6)
635542,111801.66666666667,0,0.04,Low Risk (Zone 5/6)
600451,146202.25,0,0.04,Low Risk (Zone 5/6)
600453,161618.25,0,0.04,Low Risk (Zone 5/6)
609336,152449.95,0,0.04,Low Risk (Zone 5/6)
609359,131271.55,0,0.04,Low Risk (Zone 5/6)
609360,230200.0,0,0.04,Low Risk (Zone 5/6)
609361,115502.85,0,0.04,Low Risk (Zone 5/6)
602533,126466.66666666667,0,0.04,Low Risk (Zone 5/6)
615917,91572.73156500001,0,0.04,Low Risk (Zone 5/6)
615931,140537.1,0,0.04,Low Risk (Zone 5/6)
615942,121948.25,0,0.04,Low Risk (Zone 5/6)
615952,123348.83333333333,0,0.04,Low Risk (Zone 5/6)
615967,111244.1,0,0.04,Low Risk (Zone 5/6)
613816,101862.0,0,0.04,Low Risk (Zone 5/6)
613852,197511.52,0,0.04,Low Risk (Zone 5/6)
613862,96972.0,0,0.04,Low Risk (Zone 5/6)
613863,185905.68333333335,0,0.04,Low Risk (Zone 5/6)
609425,192811.61666666667,0,0.04,Low Risk (Zone 5/6)
600561,139242.1,0,0.04,Low Risk (Zone 5/6)
634590,153275.0,0,0.04,Low Risk (Zone 5/6)
634622,126406.33333333333,0,0.04,Low Risk (Zone 5/6)
634683,172189.6,0,0.04,Low Risk (Zone 5/6)
634690,116776.18000000001,0,0.04,Low Risk (Zone 5/6)
634710,175800.0,0,0.04,Low Risk (Zone 5/6)
634790,257478.7,0,0.04,Low Risk (Zone 5/6)
605039,134766.66666666666,0,0.04,Low Risk (Zone 5/6)
605045,69447.33333333333,0,0.04,Low Risk (Zone 5/6)
633925,236775.0,0,0.04,Low Risk (Zone 5/6)
633938,138300.0,0,0.04,Low Risk (Zone 5/6)
633986,123080.26666666666,0,0.04,Low Risk (Zone 5/6)
633992,111500.0,0,0.04,Low Risk (Zone 5/6)
634580,122740.0,0,0.04,Low Risk (Zone 5/6)
609406,111570.26666666666,0,0.04,Low Risk (Zone 5/6)
609424,67352.68333333333,0,0.04,Low Risk (Zone 5/6)
615991,149630.0,0,0.04,Low Risk (Zone 5/6)
616003,85577.0,0,0.04,Low Risk (Zone 5/6)
616022,105233.33333333333,0,0.04,Low Risk (Zone 5/6)
616039,141918.0,0,0.04,Low Risk (Zone 5/6)
613761,124588.5,0,0.04,Low Risk (Zone 5/6)
616060,122063.55,0,0.04,Low Risk (Zone 5/6)
616086,150742.80000000002,0,0.04,Low Risk (Zone 5/6)
616092,113200.7,0,0.04,Low Risk (Zone 5/6)
616093,92241.2,0,0.04,Low Risk (Zone 5/6)
616095,130667.275,0,0.04,Low Risk (Zone 5/6)
616113,57089.6,0,0.04,Low Risk (Zone 5/6)
602268,131800.0,0,0.04,Low Risk (Zone 5/6)
602320,150575.0,0,0.04,Low Risk (Zone 5/6)
602338,143906.0,0,0.04,Low Risk (Zone 5/6)
602377,121175.0,0,0.04,Low Risk (Zone 5/6)
609535,109805.40000000001,0,0.04,Low Risk (Zone 5/6)
609451,273592.5,0,0.04,Low Risk (Zone 5/6)
609455,115733.25,0,0.04,Low Risk (Zone 5/6)
609464,72651.08,0,0.04,Low Risk (Zone 5/6)
609484,135760.45,0,0.04,Low Risk (Zone 5/6)
633691,140521.66666666666,0,0.04,Low Risk (Zone 5/6)
633710,120394.53333333333,0,0.04,Low Risk (Zone 5/6)
633822,129832.8,0,0.04,Low Risk (Zone 5/6)
633830,145975.5,0,0.04,Low Risk (Zone 5/6)
633852,120855.0,0,0.04,Low Risk (Zone 5/6)
633902,121975.0,0,0.04,Low Risk (Zone 5/6)
633435,90123.2,0,0.04,Low Risk (Zone 5/6)
633436,86666.66666666667,0,0.04,Low Risk (Zone 5/6)
600572,137597.0,0,0.04,Low Risk (Zone 5/6)
600578,78644.66666666667,0,0.04,Low Risk (Zone 5/6)
600581,123400.33333333333,0,0.04,Low Risk (Zone 5/6)
633601,285102.7,0,0.04,Low Risk (Zone 5/6)
609508,74949.34999999999,0,0.04,Low Risk (Zone 5/6)
609528,121833.35,0,0.04,Low Risk (Zone 5/6)
609531,86555.0,0,0.04,Low Risk (Zone 5/6)
603591,128733.2,0,0.04,Low Risk (Zone 5/6)
616118,130235.65,0,0.04,Low Risk (Zone 5/6)
616128,245310.33333333334,0,0.04,Low Risk (Zone 5/6)
616132,151759.34999999998,0,0.04,Low Risk (Zone 5/6)
616164,119013.5,0,0.04,Low Risk (Zone 5/6)
613667,93096.68333333333,0,0.04,Low Risk (Zone 5/6)
613669,125516.61666666665,0,0.04,Low Risk (Zone 5/6)
613679,114281.75,0,0.04,Low Risk (Zone 5/6)
613683,124077.79999999999,0,0.04,Low Risk (Zone 5/6)
609577,91888.26666666666,0,0.04,Low Risk (Zone 5/6)
609609,134360.0,0,0.04,Low Risk (Zone 5/6)
633163,107158.1,0,0.04,Low Risk (Zone 5/6)
633232,255294.0,0,0.04,Low Risk (Zone 5/6)
633402,144392.95,0,0.04,Low Risk (Zone 5/6)
633431,241710.0,0,0.04,Low Risk (Zone 5/6)
613693,117517.1,0,0.04,Low Risk (Zone 5/6)
613593,106985.25,0,0.04,Low Risk (Zone 5/6)
613599,122179.0,0,0.04,Low Risk (Zone 5/6)
613604,121315.4,0,0.04,Low Risk (Zone 5/6)
613611,156017.9,0,0.04,Low Risk (Zone 5/6)
613622,102151.25,0,0.04,Low Risk (Zone 5/6)
613627,115387.85,0,0.04,Low Risk (Zone 5/6)
613630,112291.56000000001,0,0.04,Low Risk (Zone 5/6)
613635,58631.86,0,0.04,Low Risk (Zone 5/6)
613640,123387.2,0,0.04,Low Risk (Zone 5/6)
604951,128500.0,0,0.04,Low Risk (Zone 5/6)
632245,248100.0,0,0.04,Low Risk (Zone 5/6)
632513,172650.0,0,0.04,Low Risk (Zone 5/6)
609653,98007.65,0,0.04,Low Risk (Zone 5/6)
609685,121775.8,0,0.04,Low Risk (Zone 5/6)
609690,77059.45,0,0.04,Low Risk (Zone 5/6)
609695,135818.0,0,0.04,Low Risk (Zone 5/6)
632670,69117.54999999999,0,0.04,Low Risk (Zone 5/6)
632693,93668.4,0,0.04,Low Risk (Zone 5/6)
632787,140191.9,0,0.04,Low Risk (Zone 5/6)
632797,248000.0,0,0.04,Low Risk (Zone 5/6)
616180,103935.5,0,0.04,Low Risk (Zone 5/6)
616195,308583.1,0,0.04,Low Risk (Zone 5/6)
616199,256903.0,0,0.04,Low Risk (Zone 5/6)
616240,104487.78,0,0.04,Low Risk (Zone 5/6)
616245,66681.41666666667,0,0.04,Low Risk (Zone 5/6)
616252,66182.33333333333,0,0.04,Low Risk (Zone 5/6)
613559,51392.166666666664,0,0.04,Low Risk (Zone 5/6)
613569,126692.16666666667,0,0.04,Low Risk (Zone 5/6)
613570,88473.53333333333,0,0.04,Low Risk (Zone 5/6)
613571,282200.0,0,0.04,Low Risk (Zone 5/6)
613579,86478.46666666666,0,0.04,Low Risk (Zone 5/6)
613585,125228.66666666667,0,0.04,Low Risk (Zone 5/6)
616264,142954.0,0,0.04,Low Risk (Zone 5/6)
616266,143299.35,0,0.04,Low Risk (Zone 5/6)
631893,111320.0,0,0.04,Low Risk (Zone 5/6)
631960,141066.66666666666,0,0.04,Low Risk (Zone 5/6)
631962,123050.0,0,0.04,Low Risk (Zone 5/6)
632081,149450.0,0,0.04,Low Risk (Zone 5/6)
632110,126571.63333333335,0,0.04,Low Risk (Zone 5/6)
609699,108309.1,0,0.04,Low Risk (Zone 5/6)
604823,131500.0,0,0.04,Low Risk (Zone 5/6)
604844,53686.666666666664,0,0.04,Low Risk (Zone 5/6)
604846,136626.0,0,0.04,Low Risk (Zone 5/6)
604910,133950.0,0,0.04,Low Risk (Zone 5/6)
631699,104050.0,0,0.04,Low Risk (Zone 5/6)
631700,255867.3,0,0.04,Low Risk (Zone 5/6)
631732,118310.5,0,0.04,Low Risk (Zone 5/6)
631740,111700.0,0,0.04,Low Risk (Zone 5/6)
631746,47377.0,0,0.04,Low Risk (Zone 5/6)
631780,35987.86666666667,0,0.04,Low Risk (Zone 5/6)
600650,140712.0,0,0.04,Low Risk (Zone 5/6)
600684,68500.0,0,0.04,Low Risk (Zone 5/6)
600721,99740.0,0,0.04,Low Risk (Zone 5/6)
609703,72685.65,0,0.04,Low Risk (Zone 5/6)
609742,233998.3,0,0.04,Low Risk (Zone 5/6)
609766,135971.46666666667,0,0.04,Low Risk (Zone 5/6)
631430,117133.43333333333,0,0.04,Low Risk (Zone 5/6)
631473,132969.275,0,0.04,Low Risk (Zone 5/6)
631588,127127.95000000001,0,0.04,Low Risk (Zone 5/6)
609834,98669.475,0,0.04,Low Risk (Zone 5/6)
631652,126897.5,0,0.04,Low Risk (Zone 5/6)
631655,126840.20000000001,0,0.04,Low Risk (Zone 5/6)
616282,89288.6,0,0.04,Low Risk (Zone 5/6)
616325,128912.0,0,0.04,Low Risk (Zone 5/6)
616336,127991.5,0,0.04,Low Risk (Zone 5/6)
616348,134897.3,0,0.04,Low Risk (Zone 5/6)
616361,130221.6,0,0.04,Low Risk (Zone 5/6)
616378,117673.6,0,0.04,Low Risk (Zone 5/6)
616386,111848.33333333333,0,0.04,Low Risk (Zone 5/6)
616395,135035.38,0,0.04,Low Risk (Zone 5/6)
616396,90100.38,0,0.04,Low Risk (Zone 5/6)
616414,112048.36000000002,0,0.04,Low Risk (Zone 5/6)
613496,114140.86666666665,0,0.04,Low Risk (Zone 5/6)
613499,172573.2666666667,0,0.04,Low Risk (Zone 5/6)
613511,103973.59999999999,0,0.04,Low Risk (Zone 5/6)
631015,79805.75,0,0.04,Low Risk (Zone 5/6)
631132,150349.375,0,0.04,Low Risk (Zone 5/6)
631136,209712.2,0,0.04,Low Risk (Zone 5/6)
631315,124627.5,0,0.04,Low Risk (Zone 5/6)
631316,74166.3,0,0.04,Low Risk (Zone 5/6)
631321,106600.0,0,0.04,Low Risk (Zone 5/6)
609869,136278.56666666668,0,0.04,Low Risk (Zone 5/6)
609881,111877.36666666665,0,0.04,Low Risk (Zone 5/6)
609905,188073.44999999998,0,0.04,Low Risk (Zone 5/6)
609907,104606.66666666667,0,0.04,Low Risk (Zone 5/6)
609914,115234.21666666667,0,0.04,Low Risk (Zone 5/6)
630512,128128.25,0,0.04,Low Risk (Zone 5/6)
630702,150000.0,0,0.04,Low Risk (Zone 5/6)
630782,124941.08333333333,0,0.04,Low Risk (Zone 5/6)
630911,112683.0,0,0.04,Low Risk (Zone 5/6)
630913,148047.375,0,0.04,Low Risk (Zone 5/6)
609925,164046.35,0,0.04,Low Risk (Zone 5/6)
609929,123157.0,0,0.04,Low Risk (Zone 5/6)
609930,120452.09999999999,0,0.04,Low Risk (Zone 5/6)
609941,129257.25,0,0.04,Low Risk (Zone 5/6)
609942,137429.43333333332,0,0.04,Low Risk (Zone 5/6)
609950,87322.58333333333,0,0.04,Low Risk (Zone 5/6)
613550,136048.19999999998,0,0.04,Low Risk (Zone 5/6)
613473,118380.35,0,0.04,Low Risk (Zone 5/6)
613480,123387.1,0,0.04,Low Risk (Zone 5/6)
613490,119704.06666666667,0,0.04,Low Risk (Zone 5/6)
603648,241394.0,0,0.04,Low Risk (Zone 5/6)
603651,73232.66666666667,0,0.04,Low Risk (Zone 5/6)
603656,126025.0,0,0.04,Low Risk (Zone 5/6)
603669,109116.66666666667,0,0.04,Low Risk (Zone 5/6)
603671,120000.0,0,0.04,Low Risk (Zone 5/6)
603690,56865.0,0,0.04,Low Risk (Zone 5/6)
603693,44603.0,0,0.04,Low Risk (Zone 5/6)
630361,123962.5,0,0.04,Low Risk (Zone 5/6)
630365,98295.40000000001,0,0.04,Low Risk (Zone 5/6)
630430,150550.8,0,0.04,Low Risk (Zone 5/6)
630444,165744.0,0,0.04,Low Risk (Zone 5/6)
600762,146295.66666666666,0,0.04,Low Risk (Zone 5/6)
600776,84233.33333333333,0,0.04,Low Risk (Zone 5/6)
600782,126600.0,0,0.04,Low Risk (Zone 5/6)
604745,252500.0,0,0.04,Low Risk (Zone 5/6)
604796,144100.66666666666,0,0.04,Low Risk (Zone 5/6)
604810,88509.33333333333,0,0.04,Low Risk (Zone 5/6)
629550,139501.30000000002,0,0.04,Low Risk (Zone 5/6)
629576,116389.12,0,0.04,Low Risk (Zone 5/6)
629620,126000.0,0,0.04,Low Risk (Zone 5/6)
629640,131733.33333333334,0,0.04,Low Risk (Zone 5/6)
629815,118230.8,0,0.04,Low Risk (Zone 5/6)
629892,135250.0,0,0.04,Low Risk (Zone 5/6)
630037,144220.30000000002,0,0.04,Low Risk (Zone 5/6)
630045,117179.6,0,0.04,Low Risk (Zone 5/6)
609989,145448.11666666667,0,0.04,Low Risk (Zone 5/6)
609996,111647.0,0,0.04,Low Risk (Zone 5/6)
630214,109435.5,0,0.04,Low Risk (Zone 5/6)
616428,205108.2,0,0.04,Low Risk (Zone 5/6)
616509,125746.8,0,0.04,Low Risk (Zone 5/6)
616528,133308.9,0,0.04,Low Risk (Zone 5/6)
616531,132652.9,0,0.04,Low Risk (Zone 5/6)
616559,78402.23333333334,0,0.04,Low Risk (Zone 5/6)
616611,130351.0,0,0.04,Low Risk (Zone 5/6)
612431,121372.95,0,0.04,Low Risk (Zone 5/6)
613441,109076.5,0,0.04,Low Risk (Zone 5/6)
613446,128566.7,0,0.04,Low Risk (Zone 5/6)
613451,119876.65,0,0.04,Low Risk (Zone 5/6)
613453,119013.4,0,0.04,Low Risk (Zone 5/6)
616643,85726.48000000001,0,0.04,Low Risk (Zone 5/6)
629212,278100.0,0,0.04,Low Risk (Zone 5/6)
629393,105333.0,0,0.04,Low Risk (Zone 5/6)
600811,258800.0,0,0.04,Low Risk (Zone 5/6)
600815,113833.33333333333,0,0.04,Low Risk (Zone 5/6)
600884,27750.0,0,0.04,Low Risk (Zone 5/6)
629521,117148.78,0,0.04,Low Risk (Zone 5/6)
629540,119400.0,0,0.04,Low Risk (Zone 5/6)
616670,130753.6,0,0.04,Low Risk (Zone 5/6)
616671,135035.4,0,0.04,Low Risk (Zone 5/6)
616676,112510.25,0,0.04,Low Risk (Zone 5/6)
616715,152731.36000000002,0,0.04,Low Risk (Zone 5/6)
616737,99216.20000000001,0,0.04,Low Risk (Zone 5/6)
616760,147788.4,0,0.04,Low Risk (Zone 5/6)
616770,146982.825,0,0.04,Low Risk (Zone 5/6)
616777,211553.8,0,0.04,Low Risk (Zone 5/6)
616779,89854.73333333334,0,0.04,Low Risk (Zone 5/6)
612382,110956.4,0,0.04,Low Risk (Zone 5/6)
612395,43651.85,0,0.04,Low Risk (Zone 5/6)
616819,114831.41666666667,0,0.04,Low Risk (Zone 5/6)
604733,191126.0,0,0.04,Low Risk (Zone 5/6)
610143,85538.41666666667,0,0.04,Low Risk (Zone 5/6)
610145,117200.5,0,0.04,Low Risk (Zone 5/6)
610105,107695.36666666665,0,0.04,Low Risk (Zone 5/6)
629106,153658.5,0,0.04,Low Risk (Zone 5/6)
629155,230200.0,0,0.04,Low Risk (Zone 5/6)
629181,66446.5,0,0.04,Low Risk (Zone 5/6)
628751,136930.66666666666,0,0.04,Low Risk (Zone 5/6)
628800,75016.33333333333,0,0.04,Low Risk (Zone 5/6)
628831,67510.0,0,0.04,Low Risk (Zone 5/6)
628955,90733.33333333333,0,0.04,Low Risk (Zone 5/6)
628980,92252.65,0,0.04,Low Risk (Zone 5/6)
628989,121200.0,0,0.04,Low Risk (Zone 5/6)
629000,137606.6,0,0.04,Low Risk (Zone 5/6)
610136,87149.93333333333,0,0.04,Low Risk (Zone 5/6)
604698,152100.0,0,0.04,Low Risk (Zone 5/6)
604727,147772.0,0,0.04,Low Risk (Zone 5/6)
616821,134283.5,0,0.04,Low Risk (Zone 5/6)
616898,125602.875,0,0.04,Low Risk (Zone 5/6)
601961,124821.66666666667,0,0.04,Low Risk (Zone 5/6)
602019,141801.0,0,0.04,Low Risk (Zone 5/6)
602029,53034.25,0,0.04,Low Risk (Zone 5/6)
616902,82450.13333333333,0,0.04,Low Risk (Zone 5/6)
612342,151126.3,0,0.04,Low Risk (Zone 5/6)
610148,82699.25,0,0.04,Low Risk (Zone 5/6)
610154,95399.61666666665,0,0.04,Low Risk (Zone 5/6)
610156,124423.0,0,0.04,Low Risk (Zone 5/6)
610159,118495.375,0,0.04,Low Risk (Zone 5/6)
610172,87614.22,0,0.04,Low Risk (Zone 5/6)
610177,149054.3,0,0.04,Low Risk (Zone 5/6)
610178,126178.3,0,0.04,Low Risk (Zone 5/6)
610181,103455.76666666666,0,0.04,Low Risk (Zone 5/6)
628220,135288.4,0,0.04,Low Risk (Zone 5/6)
628232,137467.76666666666,0,0.04,Low Risk (Zone 5/6)
628293,103850.0,0,0.04,Low Risk (Zone 5/6)
628511,258975.0,0,0.04,Low Risk (Zone 5/6)
628540,245393.2,0,0.04,Low Risk (Zone 5/6)
627696,133348.16666666666,0,0.04,Low Risk (Zone 5/6)
627701,128566.66666666667,0,0.04,Low Risk (Zone 5/6)
627705,58050.0,0,0.04,Low Risk (Zone 5/6)
627757,135012.3,0,0.04,Low Risk (Zone 5/6)
627770,119819.0,0,0.04,Low Risk (Zone 5/6)
627784,89317.6,0,0.04,Low Risk (Zone 5/6)
627883,46488.2,0,0.04,Low Risk (Zone 5/6)
627909,188764.0,0,0.04,Low Risk (Zone 5/6)
628051,135818.0,0,0.04,Low Risk (Zone 5/6)
610185,101575.75,0,0.04,Low Risk (Zone 5/6)
610192,97432.08333333333,0,0.04,Low Risk (Zone 5/6)
610198,118581.85,0,0.04,Low Risk (Zone 5/6)
610240,201655.2,0,0.04,Low Risk (Zone 5/6)
610263,82008.75,0,0.04,Low Risk (Zone 5/6)
610264,123905.4,0,0.04,Low Risk (Zone 5/6)
612345,181491.21466666667,0,0.04,Low Risk (Zone 5/6)
612370,138350.3,0,0.04,Low Risk (Zone 5/6)
616923,87913.4,0,0.04,Low Risk (Zone 5/6)
616924,78613.3,0,0.04,Low Risk (Zone 5/6)
616955,53521.5,0,0.04,Low Risk (Zone 5/6)
617020,69002.45,0,0.04,Low Risk (Zone 5/6)
612279,128451.525,0,0.04,Low Risk (Zone 5/6)
612282,126322.25,0,0.04,Low Risk (Zone 5/6)
612296,127922.08,0,0.04,Low Risk (Zone 5/6)
612302,89260.05,0,0.04,Low Risk (Zone 5/6)
617022,106525.25,0,0.04,Low Risk (Zone 5/6)
627521,113560.0,0,0.04,Low Risk (Zone 5/6)
627656,239584.75,0,0.04,Low Risk (Zone 5/6)
627691,133000.0,0,0.04,Low Risk (Zone 5/6)
600949,117950.0,0,0.04,Low Risk (Zone 5/6)
600955,110717.33333333333,0,0.04,Low Risk (Zone 5/6)
600962,238150.0,0,0.04,Low Risk (Zone 5/6)
600998,140802.33333333334,0,0.04,Low Risk (Zone 5/6)
604454,65250.0,0,0.04,Low Risk (Zone 5/6)
604464,161207.25,0,0.04,Low Risk (Zone 5/6)
604504,135260.0,0,0.04,Low Risk (Zone 5/6)
604622,144566.66666666666,0,0.04,Low Risk (Zone 5/6)
610288,124108.88333333335,0,0.04,Low Risk (Zone 5/6)
627296,79073.66666666667,0,0.04,Low Risk (Zone 5/6)
627312,156566.66666666666,0,0.04,Low Risk (Zone 5/6)
627380,119033.33333333333,0,0.04,Low Risk (Zone 5/6)
627432,149450.0,0,0.04,Low Risk (Zone 5/6)
610325,144565.6,0,0.04,Low Risk (Zone 5/6)
610349,131271.475,0,0.04,Low Risk (Zone 5/6)
610385,117142.66666666667,0,0.04,Low Risk (Zone 5/6)
610422,145428.825,0,0.04,Low Risk (Zone 5/6)
627464,287750.0,0,0.04,Low Risk (Zone 5/6)
617026,110639.825,0,0.04,Low Risk (Zone 5/6)
617034,88703.66666666667,0,0.04,Low Risk (Zone 5/6)
617063,43594.125,0,0.04,Low Risk (Zone 5/6)
617084,99676.59999999999,0,0.04,Low Risk (Zone 5/6)
617086,282340.3,0,0.04,Low Risk (Zone 5/6)
617090,127646.0,0,0.04,Low Risk (Zone 5/6)
617092,104568.35,0,0.04,Low Risk (Zone 5/6)
617094,97854.25,0,0.04,Low Risk (Zone 5/6)
617121,161140.0,0,0.04,Low Risk (Zone 5/6)
603713,223660.0,0,0.04,Low Risk (Zone 5/6)
603714,122914.66666666667,0,0.04,Low Risk (Zone 5/6)
603754,126666.66666666667,0,0.04,Low Risk (Zone 5/6)
603757,121600.0,0,0.04,Low Risk (Zone 5/6)
626937,48308.0,0,0.04,Low Risk (Zone 5/6)
627001,218414.15,0,0.04,Low Risk (Zone 5/6)
627040,116641.83333333333,0,0.04,Low Risk (Zone 5/6)
627232,65360.0,0,0.04,Low Risk (Zone 5/6)
610430,124584.23999999999,0,0.04,Low Risk (Zone 5/6)
610434,80224.7,0,0.04,Low Risk (Zone 5/6)
610459,123847.6,0,0.04,Low Risk (Zone 5/6)
610465,139904.05,0,0.04,Low Risk (Zone 5/6)
610508,123540.66666666667,0,0.04,Low Risk (Zone 5/6)
610515,157341.7,0,0.04,Low Risk (Zone 5/6)
627262,137245.18,0,0.04,Low Risk (Zone 5/6)
610574,140607.25,0,0.04,Low Risk (Zone 5/6)
626577,113680.43333333333,0,0.04,Low Risk (Zone 5/6)
626599,126034.0,0,0.04,Low Risk (Zone 5/6)
626632,192869.0,0,0.04,Low Risk (Zone 5/6)
626640,140364.36666666667,0,0.04,Low Risk (Zone 5/6)
626665,235955.0,0,0.04,Low Risk (Zone 5/6)
626685,214900.0,0,0.04,Low Risk (Zone 5/6)
604316,110749.0,0,0.04,Low Risk (Zone 5/6)
604339,117412.0,0,0.04,Low Risk (Zone 5/6)
626446,114411.16,0,0.04,Low Risk (Zone 5/6)
601011,114450.0,0,0.04,Low Risk (Zone 5/6)
610523,119416.29999999999,0,0.04,Low Risk (Zone 5/6)
610534,237297.93333333335,0,0.04,Low Risk (Zone 5/6)
610536,120106.81666666667,0,0.04,Low Risk (Zone 5/6)
610558,145971.66666666666,0,0.04,Low Risk (Zone 5/6)
610559,120072.42,0,0.04,Low Risk (Zone 5/6)
610570,127645.9,0,0.04,Low Risk (Zone 5/6)
603776,97098.0,0,0.04,Low Risk (Zone 5/6)
612262,133947.6,0,0.04,Low Risk (Zone 5/6)
612275,149342.25,0,0.04,Low Risk (Zone 5/6)
612119,119934.16,0,0.04,Low Risk (Zone 5/6)
612122,141457.90000000002,0,0.04,Low Risk (Zone 5/6)
612125,149802.65,0,0.04,Low Risk (Zone 5/6)
612126,129142.2,0,0.04,Low Risk (Zone 5/6)
612137,119704.125,0,0.04,Low Risk (Zone 5/6)
612166,125372.675,0,0.04,Low Risk (Zone 5/6)
612191,97278.68333333333,0,0.04,Low Risk (Zone 5/6)
617157,122236.2,0,0.04,Low Risk (Zone 5/6)
617230,150493.25,0,0.04,Low Risk (Zone 5/6)
626027,143548.88333333333,0,0.04,Low Risk (Zone 5/6)
626083,85481.01666666666,0,0.04,Low Risk (Zone 5/6)
626105,86995.83333333333,0,0.04,Low Risk (Zone 5/6)
610654,137774.65,0,0.04,Low Risk (Zone 5/6)
626325,102976.09999999999,0,0.04,Low Risk (Zone 5/6)
626371,110323.35,0,0.04,Low Risk (Zone 5/6)
626426,202488.0,0,0.04,Low Risk (Zone 5/6)
617248,121453.51999999999,0,0.04,Low Risk (Zone 5/6)
617249,151037.0,0,0.04,Low Risk (Zone 5/6)
601852,109200.0,0,0.04,Low Risk (Zone 5/6)
601868,126400.0,0,0.04,Low Risk (Zone 5/6)
601873,119291.75,0,0.04,Low Risk (Zone 5/6)
612080,124653.4,0,0.04,Low Risk (Zone 5/6)
